id,airline,flight,airportfrom,airportto,dayofweek,time,length,delay
15573,EV,7350,MEM,OKC,3,1165,90,0
15575,OH,6344,CVG,MSP,3,1165,134,0
15578,OO,4849,MSP,MEM,3,1165,119,0
15580,OO,6707,DEN,ASE,3,1165,47,1
15600,OO,6418,SFO,SLC,3,1166,102,0
15610,OO,6985,DEN,RAP,3,1167,70,0
15615,OO,6711,DEN,PIA,3,1168,121,1
15625,9E,3729,DTW,GSP,3,1170,104,1
15629,9E,4267,MEM,GTR,3,1170,50,0
15655,DL,2233,ATL,BHM,3,1170,59,1
15662,EV,5361,BNA,ATL,3,1170,70,1
15664,EV,7392,CVG,DCA,3,1170,90,1
15670,MQ,3217,SHV,DFW,3,1170,60,1
15671,MQ,3255,DFW,PNS,3,1170,100,0
15672,MQ,3305,DFW,LFT,3,1170,75,1
15673,MQ,3613,MIA,BHM,3,1170,125,0
15676,MQ,4023,ORD,MDT,3,1170,105,0
15677,MQ,4305,ORD,IND,3,1170,60,1
15678,MQ,4351,ORD,LSE,3,1170,70,1
15679,MQ,4353,ORD,CLE,3,1170,80,1
15685,OO,6725,SAT,DEN,3,1170,136,0
15689,UA,70,DEN,IAD,3,1170,198,0
15712,XE,3087,LGA,CLE,3,1170,99,0
15717,OO,6729,DEN,XNA,3,1171,100,0
15719,DL,1081,ATL,PBI,3,1172,110,1
15723,OO,6929,DEN,DRO,3,1173,64,1
15727,OO,6420,DEN,MAF,3,1174,96,0
15730,YV,7260,ALB,IAD,3,1174,88,0
15752,DL,2341,MSP,OMA,3,1175,71,0
15756,EV,5452,BOS,DCA,3,1175,109,1
15757,EV,5615,MEM,MOB,3,1175,74,0
15758,EV,7303,MEM,XNA,3,1175,70,0
15762,MQ,3304,GRK,DFW,3,1175,50,0
15763,MQ,3389,DFW,TXK,3,1175,55,0
15765,MQ,4029,ORD,JAX,3,1175,145,1
15768,MQ,4214,MCI,ORD,3,1175,95,0
15774,OH,6746,MEM,PHL,3,1175,138,0
15775,OO,4751,BOI,SLC,3,1175,73,0
15778,OO,6963,DEN,MOT,3,1175,102,0
15780,US,1608,MCO,PHL,3,1175,133,0
15794,WN,3598,SEA,PHX,3,1175,170,1
15808,XE,3105,IAH,LIT,3,1175,78,0
15809,XE,3112,CLE,PVD,3,1175,93,1
15816,XE,3022,IAH,GPT,3,1176,74,0
15822,UA,932,RDU,IAD,3,1179,68,0
15823,9E,3849,DTW,EWR,3,1180,115,1
15824,9E,3993,MSP,GFK,3,1180,74,0
15826,9E,4210,MEM,STL,3,1180,75,0
15827,9E,4258,DTW,PLN,3,1180,71,0
15831,AA,1782,MCO,JFK,3,1180,155,1
15849,DL,2776,MEM,MSY,3,1180,77,0
15851,EV,5159,MEM,HSV,3,1180,60,0
15852,EV,5493,MEM,MLU,3,1180,68,0
15853,EV,7373,MEM,GPT,3,1180,76,0
15854,EV,7374,DTW,BOS,3,1180,118,1
15857,MQ,3328,HOU,DFW,3,1180,70,0
15859,MQ,4178,ORD,CMI,3,1180,55,1
15887,XE,5972,ORD,ROA,3,1180,95,1
15890,FL,911,PHF,ATL,3,1181,114,1
15898,9E,3784,MEM,COU,3,1185,78,0
15925,EV,5172,DTW,OKC,3,1185,160,1
15926,EV,5200,MEM,ATL,3,1185,83,0
15930,MQ,3013,DEN,LAX,3,1185,155,0
15932,MQ,3345,DFW,LEX,3,1185,125,0
15938,MQ,4584,LGA,CLT,3,1185,130,0
15940,OO,4542,SLC,IDA,3,1185,57,1
15944,OO,6704,DEN,LNK,3,1185,78,0
15945,OO,7778,SLC,SGU,3,1185,80,1
15946,OO,7812,SLC,RKS,3,1185,59,1
15950,US,1611,RDU,CLT,3,1185,54,1
15966,WN,3597,MDW,MCO,3,1185,160,1
15968,WN,3687,MCO,BUF,3,1185,155,1
15976,XE,5914,CVG,ORD,3,1185,86,0
15987,OO,4556,SLC,TUS,3,1189,106,0
15994,9E,3899,DTW,EVV,3,1190,93,1
15995,9E,3996,DTW,BMI,3,1190,86,0
16006,EV,5333,MEM,MGM,3,1190,68,0
16009,MQ,4423,JFK,RDU,3,1190,115,0
16014,OO,4841,SLC,ABQ,3,1190,102,1
16016,US,1129,RIC,CLT,3,1190,78,0
16044,OO,6861,LAX,LAS,3,1192,70,0
16047,XE,5993,BUF,ORD,3,1192,116,1
16053,YV,7282,SYR,IAD,3,1194,77,0
16056,9E,4032,DTW,BUF,3,1195,80,1
16069,EV,4986,MEM,CLT,3,1195,101,1
16071,EV,5382,DTW,TRI,3,1195,100,0
16081,MQ,3924,TUL,ORD,3,1195,110,1
16083,MQ,4059,ORD,BMI,3,1195,50,0
16084,OH,6403,JFK,STL,3,1195,175,0
16089,OO,4491,SAN,LAX,3,1195,49,0
16105,WN,1971,MSY,HOU,3,1195,70,1
16123,XE,3036,IAH,CHS,3,1195,131,0
16131,OO,6848,DFW,SFO,3,1197,235,0
16169,DL,1939,DCA,ATL,3,1200,125,0
16170,DL,2083,SLC,LAS,3,1200,87,0
16179,EV,7133,ORD,SAV,3,1200,124,1
16184,MQ,3226,CRP,DFW,3,1200,80,0
16185,MQ,3361,DFW,DSM,3,1200,110,1
16190,MQ,4111,ORD,CLT,3,1200,115,1
16224,WN,3159,MCI,SAN,3,1200,220,1
16240,XE,5918,ORD,LAN,3,1200,56,1
16241,XE,5938,ORD,TUL,3,1200,119,1
16255,OO,6810,OTH,PDX,3,1204,54,1
16268,DL,2482,MSP,DTW,3,1205,105,0
16270,EV,5273,DTW,JAX,3,1205,146,0
16278,MQ,3348,DFW,SGF,3,1205,75,0
16281,MQ,4337,BNA,ORD,3,1205,95,1
16282,OO,4885,SLC,TUL,3,1205,143,0
16312,XE,5923,ORD,LNK,3,1205,99,1
16313,XE,5943,ORD,PIA,3,1205,49,0
16314,YV,7264,ORD,PWM,3,1205,127,1
16317,OO,4780,SLC,GTF,3,1207,85,0
16320,9E,3968,JFK,ORD,3,1210,182,0
16322,AA,1300,DFW,MEM,3,1210,80,0
16331,EV,5219,DCA,JAX,3,1210,126,0
16340,OH,6523,JFK,RIC,3,1210,101,1
16341,OO,4870,SLC,DEN,3,1210,83,1
16343,OO,7015,ORD,LIT,3,1210,107,0
16362,DL,1957,SLC,SEA,3,1211,134,1
16366,OO,6623,SFO,MFR,3,1213,96,1
16370,AA,1339,ORD,SAN,3,1215,260,0
16382,DL,2355,ATL,LAX,3,1215,309,1
16385,MQ,3277,DFW,ACT,3,1215,40,1
16421,OO,3076,IND,MKE,3,1217,63,1
16445,EV,5036,ATL,CSG,3,1220,45,0
16446,EV,5137,ATL,BTR,3,1220,97,0
16447,EV,5281,ATL,CAK,3,1220,98,0
16450,MQ,3299,DFW,MAF,3,1220,75,0
16454,OO,4635,SLC,SJC,3,1220,114,0
16455,OO,4782,SFO,LAX,3,1220,90,0
16456,OO,6311,SBP,LAX,3,1220,70,0
16473,XE,2568,IAH,DSM,3,1220,136,0
16477,EV,5232,ATL,CHA,3,1221,48,1
16479,OO,6855,DEN,LIT,3,1221,116,1
16485,OO,6869,DEN,GJT,3,1224,53,1
16496,MQ,4126,ORD,TRI,3,1225,115,0
16515,EV,5473,ATL,LFT,3,1227,107,1
16526,9E,3878,CVG,SBN,3,1230,56,0
16544,DL,2558,ATL,IND,3,1230,90,1
16545,DL,2918,MCO,ATL,3,1230,95,0
16548,EV,5092,ATL,FAY,3,1230,74,0
16549,MQ,3371,DFW,CVG,3,1230,130,1
16582,XE,5953,ORD,MCI,3,1230,90,0
16584,EV,5528,ATL,MYR,3,1231,73,1
16586,DL,2237,ATL,JAX,3,1232,72,0
16589,EV,5055,ATL,CHO,3,1233,91,1
16590,OO,6393,DEN,FSD,3,1233,85,0
16592,9E,3688,ATL,ALB,3,1235,140,0
16606,EV,4989,CVG,DEN,3,1235,186,1
16608,MQ,3625,MIA,PNS,3,1235,105,0
16610,MQ,4131,ORD,SPI,3,1235,55,1
16613,OO,4443,CVG,MKE,3,1235,75,0
16634,WN,2900,SJC,ONT,3,1235,70,0
16643,EV,5595,ATL,EWN,3,1236,84,0
16645,EV,5480,ATL,LYH,3,1237,81,1
16646,EV,5429,ATL,MLU,3,1238,97,0
16648,9E,3811,CVG,TYS,3,1240,58,0
16661,MQ,3785,ORD,IAH,3,1240,165,1
16672,US,1470,PHL,SYR,3,1240,64,0
16686,EV,5052,ATL,OAJ,3,1241,85,1
16690,EV,5520,ATL,AGS,3,1242,56,0
16691,OO,6334,DFW,ORD,3,1242,134,1
16695,EV,5529,ATL,BQK,3,1243,67,0
16697,EV,4977,ATL,MEI,3,1244,76,0
16711,EV,5053,ATL,VLD,3,1245,65,1
16713,EV,5466,ATL,MGM,3,1245,62,0
16715,MQ,3363,DFW,LRD,3,1245,85,1
16716,MQ,4350,ORD,AZO,3,1245,50,1
16733,EV,5006,ATL,SYR,3,1247,130,1
16734,EV,5614,ATL,MDT,3,1247,104,0
16735,OO,6238,LAS,FAT,3,1247,78,1
16740,EV,5492,ATL,GRR,3,1249,119,1
16760,OO,6496,LAX,COS,3,1250,127,0
16769,XE,3107,CLE,GRR,3,1250,60,1
16770,XE,5907,ORD,ICT,3,1250,116,1
16792,EV,7352,ATL,VPS,3,1255,74,1
16801,MQ,2969,DFW,ABI,3,1255,50,0
16802,MQ,3096,SAN,LAX,3,1255,50,0
16804,MQ,4123,ORD,CMI,3,1255,55,1
16807,MQ,4364,ORD,CVG,3,1255,75,0
16809,OO,6902,SFO,PSC,3,1255,109,1
16817,XE,2693,CLE,DAY,3,1255,49,1
16850,DL,2239,DCA,ATL,3,1260,121,1
16866,OO,7002,LAX,SEA,3,1260,164,1
16895,9E,3803,ATL,CLE,3,1265,108,1
16904,EV,7103,ORD,CAE,3,1265,109,1
16927,OO,6827,ORD,MEM,3,1266,100,1
16933,OO,6694,MRY,SFO,3,1267,37,0
16936,YV,7248,ORD,CLT,3,1268,99,0
16953,MQ,3229,DFW,LBB,3,1270,70,0
16954,MQ,4068,ORD,MSN,3,1270,50,0
16984,MQ,3603,MIA,CHS,3,1275,100,0
16985,MQ,3637,MIA,SDF,3,1275,155,0
16988,MQ,4232,ORD,BUF,3,1275,95,1
17008,MQ,4027,ORD,XNA,3,1280,105,1
17011,OO,6633,DEN,TUS,3,1280,114,1
17027,XE,5916,ORD,CAK,3,1280,70,0
17032,YV,7284,ORD,ROC,3,1284,92,1
17034,AA,1736,SJU,MIA,3,1285,160,1
17041,MQ,3565,DFW,MKE,3,1285,125,0
17042,MQ,3752,ORD,CLE,3,1285,75,0
17044,OO,6353,DEN,RKS,3,1285,75,1
17061,OO,7054,DEN,SLC,3,1289,91,0
17062,9E,3723,ATL,DSM,3,1290,144,1
17076,DL,1835,ATL,SLC,3,1290,257,1
17077,DL,1895,ATL,IAH,3,1290,133,1
17084,DL,2962,LAX,JFK,3,1290,316,0
17088,EV,5363,ATL,ECP,3,1290,64,1
17090,MQ,3035,LAX,SBA,3,1290,40,0
17091,MQ,3639,MIA,CLT,3,1290,125,0
17093,MQ,3699,MIA,CVG,3,1290,160,0
17099,OO,4708,LAX,SLC,3,1290,104,0
17100,OO,4763,SLC,PSP,3,1290,98,1
17101,OO,4877,SLC,BZN,3,1290,73,0
17104,OO,6737,DEN,FAT,3,1290,148,1
17105,OO,6741,DEN,PSP,3,1290,134,0
17107,OO,7775,SLC,SGU,3,1290,79,1
17108,OO,7796,SLC,SUN,3,1290,71,0
17119,OO,4641,SLC,FAT,3,1293,93,0
17122,OO,6922,DEN,MTJ,3,1294,56,0
17126,9E,3976,DTW,TVC,3,1295,69,1
17140,EV,5465,DTW,CAK,3,1295,64,0
17141,EV,5511,ATL,GPT,3,1295,83,0
17142,EV,5545,ATL,GNV,3,1295,75,0
17144,MQ,3263,DFW,GRK,3,1295,50,1
17146,OO,4863,MSP,BOI,3,1295,189,1
17147,OO,6924,DEN,HDN,3,1295,51,0
17151,EV,5012,ATL,ICT,3,1296,139,1
17157,OO,4660,SLC,MSO,3,1297,90,0
17158,OO,4726,SLC,MFR,3,1297,102,0
17159,OO,6650,SFO,MOD,3,1297,36,1
17173,9E,4033,LGA,TYS,3,1300,129,0
17184,DL,2017,ATL,DEN,3,1300,218,0
17202,EV,7351,ATL,OKC,3,1301,139,0
17207,OO,4770,SLC,CPR,3,1303,70,0
17208,OO,6739,DEN,ELP,3,1303,102,0
17210,OO,4566,SLC,RDM,3,1304,93,1
17211,OO,6715,DEN,MSO,3,1304,135,0
17212,OO,7762,SLC,EKO,3,1304,72,0
17213,OO,7798,SLC,COD,3,1304,89,0
17217,9E,4294,DTW,AVP,3,1305,90,1
17232,EV,5318,ATL,LEX,3,1305,80,1
17233,EV,5345,ATL,SHV,3,1305,113,1
17234,EV,5495,ATL,BMI,3,1305,105,1
17236,MQ,4165,ORD,CMH,3,1305,70,1
17240,OO,4715,MSP,GFK,3,1305,75,0
17249,OO,4872,SLC,BOI,3,1306,69,1
17250,OO,6819,DEN,HLN,3,1306,114,0
17255,EV,5154,ATL,TRI,3,1308,64,1
17256,OO,6712,DEN,DRO,3,1308,62,0
17258,9E,3774,DTW,SWF,3,1310,100,1
17260,9E,4252,DTW,SCE,3,1310,84,0
17271,DL,2329,ATL,SEA,3,1310,336,1
17275,EV,5356,ATL,CHA,3,1310,51,1
17276,EV,5394,ATL,MLI,3,1310,119,1
17277,EV,5408,DTW,SYR,3,1310,79,1
17278,OO,4452,SLC,LWS,3,1310,91,0
17281,OO,4867,MSP,BIS,3,1310,80,0
17282,OO,6659,DEN,COS,3,1310,35,0
17284,OO,7787,SLC,PIH,3,1310,55,1
17285,OO,7804,SLC,TWF,3,1310,64,1
17295,EV,5430,ATL,AVL,3,1312,60,0
17311,DL,2273,ATL,MIA,3,1315,117,0
17314,OO,6998,ORD,PAH,3,1315,80,1
17323,XE,2691,EWR,BWI,3,1318,62,0
17326,DL,2312,SLC,ANC,3,1319,308,1
17329,EV,5093,ATL,DHN,3,1319,60,0
17339,EV,5370,DCA,BDL,3,1320,78,0
17340,EV,7073,IAD,CAE,3,1320,81,0
17341,MQ,3535,DFW,LIT,3,1320,65,0
17342,MQ,4090,ORD,OKC,3,1320,130,1
17347,EV,7092,IAD,MHT,3,1323,91,0
17348,EV,7115,IAD,JFK,3,1323,74,1
17349,EV,7094,IAD,PWM,3,1324,92,1
17351,9E,3788,MSP,DLH,3,1325,55,1
17355,EV,7080,IAD,DTW,3,1325,95,0
17356,EV,7089,IAD,ROA,3,1325,57,0
17367,EV,7139,IAD,DAY,3,1327,88,0
17381,EV,7124,IAD,ROC,3,1330,73,0
17382,EV,7128,IAD,BTV,3,1330,91,0
17397,EV,7077,IAD,GSO,3,1334,59,0
17419,MQ,3284,DFW,BTR,3,1335,75,0
17429,EV,7106,IAD,CMH,3,1336,75,1
17431,AA,1358,ORD,BOS,3,1340,130,1
17452,MQ,3251,DFW,SHV,3,1345,50,0
17458,OO,6811,LAX,RNO,3,1348,85,0
17467,MQ,3301,DFW,SGF,3,1350,70,0
17468,MQ,3731,ORD,MSP,3,1350,85,1
17478,OO,6887,LAX,BFL,3,1353,50,0
17479,OO,6946,LAX,CLD,3,1353,41,0
17499,OO,6244,SFO,MFR,3,1360,75,1
17500,OO,6412,SFO,EUG,3,1360,92,0
17507,YV,2928,PHX,ABQ,3,1360,66,0
17509,OO,6539,SFO,GEG,3,1361,121,0
17525,DL,2554,SFO,DTW,3,1365,272,1
17529,OO,6934,SFO,RNO,3,1365,64,0
17536,EV,4957,ATL,MOB,3,1366,74,0
17537,EV,5253,ATL,VPS,3,1366,68,0
17546,EV,4980,ATL,TYS,3,1370,50,1
17551,EV,5199,ATL,CHA,3,1372,40,0
17553,EV,5015,ATL,HSV,3,1373,55,0
17554,EV,5231,ATL,CAE,3,1373,54,1
17555,EV,5407,ATL,AGS,3,1374,51,1
17557,DL,2468,SEA,ATL,3,1375,279,0
17565,XE,2293,IAH,CRP,3,1380,54,1
17609,DL,2354,LAX,ATL,3,1435,251,0
17666,OO,4793,PSC,SLC,4,325,90,0
17712,EV,5038,CAK,DTW,4,335,76,0
17919,EV,5257,BDL,DCA,4,360,84,0
17927,EV,5419,OKC,DTW,4,360,150,0
18009,OO,6299,MKG,ORD,4,360,53,0
18132,XE,5934,FSD,ORD,4,360,96,0
18146,YV,7289,ATL,IAD,4,360,100,0
18300,OO,6905,DLH,ORD,4,370,90,0
18365,EV,5255,ELM,DTW,4,375,98,0
18369,EV,7393,DCA,CVG,4,375,98,0
18792,EV,5385,CLT,MEM,4,395,119,0
18822,XE,2540,EWR,BNA,4,395,154,0
18964,OO,7045,DTW,ORD,4,405,71,0
18994,XE,2252,RIC,CLE,4,406,84,0
19027,OH,6303,DCA,STL,4,410,142,1
19196,DL,1653,MSP,SEA,4,420,225,0
19270,OO,6851,ASE,DEN,4,420,55,0
19732,OO,6867,BZN,DEN,4,445,107,0
19775,9E,3883,ICT,MSP,4,450,115,0
19776,9E,4078,ATL,CLT,4,450,93,0
20291,EV,4984,DCA,BOS,4,475,95,0
20338,XE,3102,MAF,IAH,4,475,84,0
20483,XE,2378,GRB,CLE,4,480,85,0
20896,EV,5130,ATL,PNS,4,505,80,1
21081,XE,2295,EWR,GSP,4,510,124,0
21209,XE,2507,SDF,IAH,4,518,152,0
21217,AA,1365,BOS,DFW,4,520,275,0
21243,EV,5196,DTW,OMA,4,520,125,0
21557,DL,2566,SAT,JFK,4,535,218,0
21610,XE,2491,JAX,IAH,4,538,150,0
21654,DL,2085,RSW,LGA,4,540,165,0
21681,OH,6608,DTW,LEX,4,540,84,0
21817,DL,1553,JFK,SNA,4,548,392,0
21860,OO,4539,MKE,MSP,4,550,82,0
22008,EV,4987,PNS,ATL,4,560,70,1
22194,FL,141,ATL,TPA,4,570,87,0
22238,XE,2475,TYS,IAH,4,570,140,0
22246,YV,7275,RDU,ORD,4,570,140,0
22255,9E,3793,CLT,ATL,4,573,90,0
22296,EV,5561,ATL,GSO,4,575,81,1
22729,XE,3119,IAH,MOB,4,599,76,0
22754,DL,1305,DTW,MCO,4,600,159,1
22771,EV,5143,MLI,ATL,4,600,112,0
22831,XE,2249,IAH,MEM,4,600,86,0
22840,YV,7252,ORD,ATW,4,601,50,0
22951,9E,4159,DTW,CRW,4,610,80,0
23125,XE,3008,IAH,IAD,4,615,169,0
23527,XE,2996,IAH,LIT,4,635,78,0
23598,XE,3000,IAH,BTR,4,640,61,0
23722,EV,5509,ATL,TUL,4,650,130,0
23789,9E,4325,ATL,PNS,4,655,79,0
23809,EV,5548,ATL,CHA,4,655,53,0
23839,XE,2520,IAH,CVG,4,655,136,0
23977,XE,2576,IAH,BHM,4,660,98,0
24296,FL,1958,FLL,ATL,4,678,117,0
24438,OO,4463,MSP,FAR,4,685,64,0
24459,XE,2000,IAH,SLC,4,685,203,1
24468,XE,3095,CMH,IAH,4,685,176,0
24472,EV,5080,MLU,ATL,4,686,93,0
24596,XE,3152,IAH,AMA,4,690,98,1
24706,DL,1892,TPA,DTW,4,698,166,0
24736,EV,5508,IAH,CVG,4,700,139,0
24917,9E,4264,PNS,ATL,4,709,70,0
25063,XE,5981,ORD,OKC,4,715,133,0
25185,XE,3106,IAH,BTR,4,720,59,0
25208,OO,6690,RDM,PDX,4,724,45,1
25210,9E,3733,ATL,IAH,4,725,140,1
25393,EV,5246,CHA,ATL,4,733,57,0
25435,EV,5118,ATL,BNA,4,735,67,0
25821,EV,4963,ATL,GSP,4,755,53,0
26134,EV,5112,DCA,BOS,4,775,92,0
26440,OO,4679,BZN,SLC,4,790,71,0
26929,EV,5001,ATL,BTR,4,815,97,0
27132,OH,6513,DTW,CRW,4,825,76,0
27272,OO,6705,COS,ORD,4,833,146,0
27277,9E,3734,IAH,ATL,4,835,125,1
27303,EV,5518,ATL,TYS,4,835,57,0
27979,XE,2777,BTR,IAH,4,870,65,0
28095,OO,6751,MSY,ORD,4,878,149,0
29196,EV,5483,BOS,DCA,4,935,110,0
29340,OO,6892,PDX,SEA,4,942,50,0
29608,EV,4995,ATL,MLU,4,960,97,0
29610,EV,5193,ATL,DAB,4,960,83,1
29803,OO,6388,DEN,CID,4,968,109,1
30301,OO,6904,SEA,PDX,4,991,48,1
30473,DL,1906,LAX,DTW,4,1002,257,1
30658,YV,7270,ORD,RDU,4,1014,115,0
31099,EV,4978,ATL,FAY,4,1035,74,1
31989,XE,3114,LGA,CLE,4,1079,98,0
32125,DL,2255,LGA,RSW,4,1085,204,0
32371,DL,2582,MCO,BDL,4,1100,154,0
32456,DL,1519,CMH,LAX,4,1105,310,0
33087,OO,4630,MSP,MSN,4,1140,63,0
34506,EV,7361,ATL,CVG,4,1225,88,0
34507,EV,7382,CVG,ATL,4,1225,98,0
34947,OO,7036,ORD,MEM,4,1266,100,0
36183,XE,5919,CLE,IAD,5,360,75,0
36200,OO,6689,AVL,ORD,5,361,109,0
36751,OO,4799,MSN,MSP,5,390,70,0
37621,EV,5537,HPN,ATL,5,435,162,0
38403,XE,5910,BNA,ORD,5,477,107,1
38922,YV,7293,IAD,DAY,5,503,86,0
41364,OO,4772,MSP,STL,5,625,92,0
41914,YV,7255,ORD,BDL,5,655,120,0
43686,OH,6772,IND,DCA,5,743,96,0
43913,OO,4788,STL,MSP,5,755,97,0
45159,9E,4392,DTW,JFK,5,824,110,1
45702,OO,6309,SAT,LAX,5,853,197,1
46477,EV,4996,ATL,CHS,5,891,73,1
46746,OO,4852,MSP,MKE,5,905,69,1
47092,DL,2106,PIT,JFK,5,925,110,1
48316,EV,7333,CVG,IAH,5,990,160,0
50130,OO,6907,ORD,DSM,5,1080,74,0
50189,OO,4603,SAT,MSP,5,1081,174,1
51196,OO,6721,ORD,ELP,5,1140,194,0
51860,EV,5375,ATL,PHF,5,1175,99,0
54171,OO,7000,ORD,ORF,6,360,125,1
54504,FL,1960,DFW,ATL,6,380,125,0
54527,OO,6754,COS,DEN,6,381,49,0
54975,WN,3086,SAN,OAK,6,415,95,0
55086,EV,5304,IAH,CVG,6,420,138,0
55127,OO,7813,RDM,SLC,6,420,95,1
55244,WN,1651,OAK,LAS,6,425,85,0
55398,WN,1641,DAL,LBB,6,435,65,0
55404,WN,2508,GEG,BOI,6,435,60,0
55793,WN,999,PHX,OAK,6,460,125,0
55863,WN,1220,PVD,MDW,6,465,165,0
56014,WN,2893,HOU,OKC,6,475,80,0
56019,WN,3129,BOS,BWI,6,475,95,1
56045,9E,4345,RDU,MIA,6,480,135,1
56187,OO,6478,ORD,GRR,6,484,48,1
56211,EV,5311,PHF,ATL,6,485,122,0
56230,WN,1531,MSP,STL,6,485,95,1
56249,YV,7298,SAT,ORD,6,488,160,1
56294,WN,1652,OMA,DEN,6,490,105,0
56308,WN,3400,DTW,BNA,6,490,105,0
56512,EV,5225,DCA,JAX,6,503,126,1
56543,EV,4976,ATL,BNA,6,505,76,0
56546,EV,5433,MEM,BWI,6,505,123,0
56561,OH,6584,PHL,CVG,6,505,128,0
56573,WN,1346,DAL,ELP,6,505,110,0
56585,WN,3136,BWI,RDU,6,505,70,0
56745,OO,6392,BUR,SFO,6,512,81,0
56878,OO,4498,SLC,PHX,6,520,102,1
57011,WN,3168,AUS,MDW,6,525,155,1
57073,WN,2068,DEN,OKC,6,530,90,0
57086,9E,4397,TYS,ATL,6,532,78,0
57295,EV,5084,DTW,ATW,6,545,97,0
57454,EV,5031,MEM,OMA,6,555,109,0
57567,EV,5538,BNA,ATL,6,562,68,0
57627,WN,1870,BDL,MCO,6,565,185,0
57750,9E,3819,IAD,DTW,6,573,99,0
57789,EV,7381,MEM,GPT,6,575,80,0
57930,EV,5102,ATL,GPT,6,585,93,1
58141,WN,3223,RDU,BWI,6,595,60,0
58262,XE,2682,STL,IAH,6,600,124,0
58334,WN,1350,PHX,SAT,6,605,125,1
58359,WN,3938,MCO,PIT,6,605,135,0
58394,9E,3821,DTW,CRW,6,610,80,1
58473,OO,6324,DEN,MOT,6,614,102,0
58606,WN,1340,RDU,DEN,6,620,250,0
58862,WN,3483,MDW,TPA,6,635,160,1
58915,OO,4686,SLC,MSP,6,640,162,1
58934,EV,7358,OMA,ATL,6,642,137,0
58966,EV,5041,ATL,MEM,6,645,85,1
59133,EV,5554,ATL,PNS,6,655,80,0
59220,EV,5578,CMH,DCA,6,660,82,0
59239,OO,4510,SLC,DEN,6,660,95,0
59371,YV,7249,ORD,CLT,6,666,109,1
59448,WN,1342,BWI,MCO,6,670,145,1
59611,EV,7380,GPT,MEM,6,680,82,0
59623,OO,4825,SLC,BOI,6,680,68,1
59666,WN,924,LGA,BWI,6,680,60,1
59680,EV,5367,PHL,MEM,6,683,162,1
59717,EV,5290,ATL,LIT,6,685,106,0
59748,WN,3158,FLL,JAX,6,685,75,0
59866,XE,3123,IAH,TUL,6,690,78,0
60180,WN,3128,DEN,SAN,6,710,150,1
60189,OO,6989,RNO,DEN,6,711,134,0
60250,WN,1643,SNA,SJC,6,715,75,1
60269,EV,5048,MEM,ATL,6,716,89,1
60326,EV,5519,JAX,DCA,6,720,112,0
60617,OH,6259,LGA,RDU,6,735,117,0
60627,WN,1336,SAN,ELP,6,735,105,1
60638,WN,3594,SJC,LAS,6,735,85,0
60650,EV,7069,IAD,SAV,6,737,105,0
60721,WN,3487,JAX,BHM,6,740,75,0
60866,EV,5045,DTW,ORD,6,750,86,0
60916,EV,7359,EWR,DTW,6,753,119,0
61271,WN,3574,BHM,JAX,6,775,70,1
61299,EV,7340,DCA,JAX,6,779,126,0
61536,OO,4790,BOI,SLC,6,792,73,0
61539,YV,7266,ORD,PIT,6,792,88,0
61850,WN,1708,PIT,MDW,6,810,95,1
61882,9E,3780,MEM,DFW,6,815,102,0
61914,OO,6648,DEN,ICT,6,815,82,0
61934,WN,3404,HOU,LAS,6,815,205,0
61987,OO,4530,MSP,GRB,6,820,71,1
62119,OO,4879,MEM,SLC,6,827,206,0
62195,WN,3580,SFO,SAN,6,830,85,1
62210,OO,6494,COS,ORD,6,833,146,1
62410,EV,5017,DTW,RIC,6,845,100,0
62501,WN,3063,LIT,DAL,6,850,65,1
62568,WN,3164,BDL,MCO,6,855,185,1
62666,9E,3911,MEM,TLH,6,865,88,0
62667,9E,4083,MEM,DSM,6,865,100,0
62686,EV,5029,MEM,IND,6,865,82,1
62699,OO,4538,MSP,SLC,6,865,174,1
62710,WN,2286,LAX,BNA,6,865,235,0
62911,9E,4384,RSW,RDU,6,880,120,1
62971,YV,7274,IAH,ORD,6,880,151,1
62983,OO,7033,TUS,LAX,6,882,91,0
63139,WN,3160,BWI,AUS,6,890,235,0
63452,OH,6646,JFK,RDU,6,910,139,1
63546,OO,4501,GRB,MSP,6,916,69,1
63636,EV,7391,DTW,MSN,6,925,82,0
63672,WN,3569,ISP,BWI,6,925,75,1
63989,WN,3590,BOI,PDX,6,945,75,1
64095,OO,4508,SEA,SLC,6,955,113,0
64332,OH,6773,CVG,STL,6,970,95,0
64467,OH,6613,CVG,MKE,6,980,86,0
64570,WN,1867,MHT,BWI,6,985,100,1
64576,WN,3167,DEN,LAS,6,985,120,1
64582,XE,3091,DFW,IAH,6,985,64,0
64646,EV,5158,VPS,MEM,6,990,91,0
64661,OO,4768,PDX,SLC,6,990,105,1
64710,OO,4878,SNA,SLC,6,993,102,0
65042,9E,4304,BHM,MEM,6,1020,68,0
65104,WN,1359,MCI,LAS,6,1020,200,0
65233,OO,4533,MSP,BOI,6,1030,188,1
65251,EV,4997,ATL,BTR,6,1031,93,0
65286,EV,5234,DTW,MEM,6,1035,135,1
65338,9E,3897,TLH,MEM,6,1040,99,0
65430,EV,4958,ATL,BNA,6,1045,69,0
65610,WN,1369,CMH,MDW,6,1055,75,0
65960,WN,3145,SFO,PHX,6,1080,115,1
66084,EV,7319,SAV,ATL,6,1092,82,1
66585,WN,3146,SMF,SNA,6,1135,85,1
